team_id,team_name,skills
1508,Team ؤ,elasticsearch intellij r
1509,Team إ,tensorflow matlab web security
1510,Team ئ,big data laravel vpc
1511,Team ا,autoscaling software architecture bitbucket
1512,Team ب,webpack vpc hadoop
1513,Team ة,ci/cd artifact registry file systems
1514,Team ت,etl vscode data lakes
1515,Team ث,signal processing mlops kafka
1516,Team ج,image processing cron jobs gitkraken
1517,Team ح,gitops model optimization r
1518,Team خ,jira design data lakes
1519,Team د,nmap ansible system monitoring
1520,Team ذ,tailwind scikit-learn integration testing
1521,Team ر,etl lambda perl
1522,Team ز,fastapi simulation performance optimization
1523,Team س,postman github actions google cloud
1524,Team ش,mobile testing zero trust python
1525,Team ص,storage management bdd control systems
1526,Team ض,gitkraken sass ai ethics
1527,Team ط,in-app payments macos dart
1528,Team ظ,rust application security aws
1529,Team ع,raspberry pi dhcp data analysis
1530,Team غ,penetration testing performance optimization hadoop
1531,Team ػ,big data artifact registry presentation
1532,Team ؼ,nextjs siem data warehousing
1533,Team ؽ,unsupervised learning in-app payments artifact registry
1534,Team ؾ,ec2 c# r
1535,Team ؿ,soc monday big data
1536,Team ـ,spring boot time series analysis communication systems
1537,Team ف,serverless vscode computer vision
1538,Team ق,haskell typescript hyperparameter tuning
1539,Team ك,vhdl data analysis information security
1540,Team ل,terraform babel image processing
1541,Team م,descriptive analytics github troubleshooting
1542,Team ن,ux innovation regression
1543,Team ه,metasploit data visualization performance optimization
1544,Team و,matlab speech recognition miro
1545,Team ى,data labeling css asp.net
1546,Team ي,docker model evaluation routing
1547,Team ً,software engineering nestjs mobile testing
1548,Team ٌ,elasticsearch sass tls
1549,Team ٍ,data wrangling autoML cloud
1550,Team َ,release management kafka c#
1551,Team ُ,innovation switching hyperparameter tuning
1552,Team ِ,plc penetration testing cron jobs
1553,Team ّ,system design pycharm dimensionality reduction
1554,Team ْ,classification ddos protection ec2
1555,Team ٓ,webpack tensorflow problem solving
1556,Team ٔ,data visualization data lakehouse machine learning
1557,Team ٕ,plc logging load balancing
1558,Team ٖ,routing prometheus jenkins
1559,Team ٗ,ssl robotics proxy servers
1560,Team ٘,plc vscode business intelligence
1561,Team ٙ,soc virtualbox data pipelines
1562,Team ٚ,arduino regression ci/cd
1563,Team ٛ,windows server flutter c#
1564,Team ٜ,process management soc fastapi
1565,Team ٝ,innovation plc aws
1566,Team ٞ,design siem babel
1567,Team ٟ,test automation troubleshooting critical thinking
1568,Team ٠,gitkraken load balancing data lakes
1569,Team ١,in-app payments linux deep learning
1570,Team ٢,siem vulnerability scanning mobile ui
1571,Team ٣,mobile testing problem solving automation
1572,Team ٤,data modeling artifact registry application security
1573,Team ٥,dart gitkraken signal processing
1574,Team ٦,classification big data model deployment
1575,Team ٧,classification design patterns flask
1576,Team ٨,recommendation systems plc cybersecurity
1577,Team ٩,confluence linux go
1578,Team ٪,artifact registry pandas feature engineering
1579,Team ٫,industrial automation mocha chatbot
1580,Team ٬,microservices lua matlab
1581,Team ٭,flask api integration huggingface
1582,Team ٮ,data pipelines data visualization metasploit
1583,Team ٯ,github mocha data
1584,Team ٰ,websocket intellij ubuntu
1585,Team ٱ,sql api pandas
1586,Team ٲ,vhdl deep learning nextjs
1587,Team ٳ,laravel nodejs sql
1588,Team ٴ,bdd mechanical design mobile ui
1589,Team ٵ,vite css api integration
1590,Team ٶ,generative ai vpn trello
1591,Team ٷ,storage management ddos protection system administration
1592,Team ٸ,proxy servers release management team collaboration
1593,Team ٹ,excel firewall postman
1594,Team ٺ,macos cloud architecture data modeling
1595,Team ٻ,clustering tableau time series analysis
1596,Team ټ,test automation mechanical design bitbucket
1597,Team ٽ,leadership raspberry pi ai
1598,Team پ,php shell scripting frontend
1599,Team ٿ,project management vscode firewall
1600,Team ڀ,javascript tls miro
1601,Team ځ,miro api integration supervised learning
1602,Team ڂ,miro full stack incident response
1603,Team ڃ,graphql react documentation
1604,Team ڄ,process management network architecture rust
1605,Team څ,azure routing graphql
1606,Team چ,prometheus sql documentation
1607,Team ڇ,model evaluation bash penetration testing
1608,Team ڈ,sql system administration design
1609,Team ډ,jest data labeling data lakes
1610,Team ڊ,test automation reinforcement learning ai
1611,Team ڋ,terraform data labeling python
1612,Team ڌ,xcode data analysis javascript
1613,Team ڍ,kubernetes langchain model optimization
1614,Team ڎ,model evaluation pycharm helm
1615,Team ڏ,jira data labeling perl
1616,Team ڐ,cad modeling app store mocha
1617,Team ڑ,information security network security lua
1618,Team ڒ,jest splunk autoscaling
1619,Team ړ,ux flask cryptography
1620,Team ڔ,recommendation systems communication systems css
1621,Team ڕ,bash scripting proxy servers docker
1622,Team ږ,documentation iot data labeling
1623,Team ڗ,research speech recognition neural networks
1624,Team ژ,robotics proxmox shell scripting
1625,Team ڙ,postman websocket robotics
1626,Team ښ,vpc data mining cloudfront
1627,Team ڛ,google cloud centos cloud storage
1628,Team ڜ,keras agile visual studio
1629,Team ڝ,gitops data pipelines prometheus
1630,Team ڞ,cryptography agile vhdl
1631,Team ڟ,typescript confluence kanban
1632,Team ڠ,git system design raspberry pi
1633,Team ڡ,serverless grafana cloudfront
1634,Team ڢ,wireshark helm responsive design
1635,Team ڣ,mlops azure oop
1636,Team ڤ,linux design laravel
1637,Team ڥ,firebase cloudfront problem solving
1638,Team ڦ,encryption mobile security microservices
1639,Team ڧ,nextjs typescript chatbot
1640,Team ڨ,llm vpc signal processing
1641,Team ک,documentation research git
1642,Team ڪ,data system monitoring unsupervised learning
1643,Team ګ,mlops windows server docker
1644,Team ڬ,app store firebase logging
1645,Team ڭ,solidworks kanban virtualbox
1646,Team ڮ,design patterns cad modeling gitlab
1647,Team گ,jira javascript react
1648,Team ڰ,in-app payments load balancing ids
1649,Team ڱ,route53 jenkins iot
1650,Team ڲ,functional programming backend arduino
1651,Team ڳ,tdd solidworks api integration
1652,Team ڴ,metasploit grafana cybersecurity
1653,Team ڵ,numpy c++ backend
1654,Team ڶ,gitkraken dns ddos protection
1655,Team ڷ,typescript perl ids
1656,Team ڸ,tableau switching grafana
1657,Team ڹ,vpc mocha power bi
1658,Team ں,graphql tableau ruby
1659,Team ڻ,matplotlib big data airflow
1660,Team ڼ,full stack autocad r
1661,Team ڽ,spring boot mobile ui tensorflow
1662,Team ھ,macos model deployment html
1663,Team ڿ,soc chatbot predictive analytics
1664,Team ۀ,design patterns figma pytorch
1665,Team ہ,devops javascript tls
1666,Team ۂ,llm bash windows server
1667,Team ۃ,ids nestjs openai api
1668,Team ۄ,tdd c logging
1669,Team ۅ,electronics system administration perl
1670,Team ۆ,gitlab classification data lakehouse
1671,Team ۇ,lua selenium information security
1672,Team ۈ,model optimization sass clustering
1673,Team ۉ,file systems business intelligence generative ai
1674,Team ۊ,electronics flask classification
1675,Team ۋ,industrial automation load balancing project management
1676,Team ی,sass vhdl web security
1677,Team ۍ,data lakes s3 software engineering
1678,Team ێ,ec2 mlops signal processing
1679,Team ۏ,airflow oop process management
1680,Team ې,hyperparameter tuning neural networks system monitoring
1681,Team ۑ,langchain xcode troubleshooting
1682,Team ے,bitbucket full stack svelte
1683,Team ۓ,ec2 helm android studio
1684,Team ۔,macos metasploit web performance
1685,Team ە,nodejs chatbot data
1686,Team ۖ,data warehousing bootstrap documentation
1687,Team ۗ,research matlab sql
1688,Team ۘ,nextjs java data
1689,Team ۙ,javascript grafana c
1690,Team ۚ,tensorflow xcode code review
1691,Team ۛ,metasploit dhcp predictive modeling
1692,Team ۜ,vpc matplotlib mocha
1693,Team ۝,neural networks critical thinking google cloud
1694,Team ۞,firewall snowflake system design
1695,Team ۟,mobile security vector databases generative ai
1696,Team ۠,robotics ai php
1697,Team ۡ,integration testing nmap cad modeling
1698,Team ۢ,integration testing monitoring metasploit
1699,Team ۣ,haskell xcode reinforcement learning
1700,Team ۤ,arduino svelte speech recognition
1701,Team ۥ,gitlab ci notion java (android)
1702,Team ۦ,signal processing database flutter
1703,Team ۧ,infrastructure as code cloudfront application security
1704,Team ۨ,app store javascript spring boot
1705,Team ۩,version control excel cryptography
1706,Team ۪,performance optimization anomaly detection git
1707,Team ۫,unsupervised learning airflow proxy servers
1708,Team ۬,data governance gitlab ci system monitoring
1709,Team ۭ,play store cloudfront grafana
1710,Team ۮ,information security route53 langchain
1711,Team ۯ,forensics perl python
1712,Team ۰,matplotlib scikit-learn data governance
1713,Team ۱,data asp.net api integration
1714,Team ۲,ddos protection rust tcp/ip
1715,Team ۳,matlab innovation data preprocessing
1716,Team ۴,matplotlib functional programming kubernetes
1717,Team ۵,ubuntu postman siem
1718,Team ۶,electronics cypress software architecture
1719,Team ۷,splunk anomaly detection serverless
1720,Team ۸,express security nodejs
1721,Team ۹,dart siem serverless
1722,Team ۺ,hadoop debugging lua
1723,Team ۻ,kubernetes unsupervised learning matlab
1724,Team ۼ,api integration openai api iot
1725,Team ۽,php recommendation systems plc
1726,Team ۾,tailwind ansible agile
1727,Team ۿ,ssl cloud storage react
1728,Team ܀,code review prometheus web performance
1729,Team ܁,zero trust kubernetes snowflake
1730,Team ܂,in-app payments nosql communication systems
1731,Team ܃,anomaly detection mechanical design grafana
1732,Team ܄,bootstrap java autocad
1733,Team ܅,in-app payments arduino go
1734,Team ܆,generative ai ethical hacking prometheus
1735,Team ܇,supervised learning penetration testing mechanical design
1736,Team ܈,mocha ddos protection penetration testing
1737,Team ܉,tailwind pandas sql
1738,Team ܊,sql mobile ui bootstrap
1739,Team ܋,predictive modeling data pipelines tls
1740,Team ܌,flask push notifications virtualization
1741,Team ܍,cybersecurity ai php
1742,Team ܎,scikit-learn java (android) cad modeling
1743,Team ܏,agile pytorch mobile ui
1744,Team ܐ,sql kanban raspberry pi
1745,Team ܑ,ui prometheus pytorch
1746,Team ܒ,etl new relic mobile ui
1747,Team ܓ,api integration vulnerability scanning trello
1748,Team ܔ,version control kanban vite
1749,Team ܕ,data preprocessing machine learning api development
1750,Team ܖ,scikit-learn mobile ui express
1751,Team ܗ,load balancing system design functional programming
1752,Team ܘ,speech recognition splunk monday
1753,Team ܙ,problem solving research gcp
1754,Team ܚ,github cross-browser testing frontend
1755,Team ܛ,seaborn mocha zero trust
1756,Team ܜ,api development gitkraken css
1757,Team ܝ,data lakehouse regression anomaly detection
1758,Team ܞ,html grafana computer vision
1759,Team ܟ,sonarqube accessibility gitlab ci
1760,Team ܠ,predictive analytics vhdl data warehousing
1761,Team ܡ,unit testing vpc predictive analytics
1762,Team ܢ,autocad react native bash scripting
1763,Team ܣ,metasploit file systems network security
1764,Team ܤ,etl innovation scala
1765,Team ܥ,dart lua model deployment
1766,Team ܦ,penetration testing neural networks robotics
1767,Team ܧ,c speech recognition classification
1768,Team ܨ,functional programming vue hyperparameter tuning
1769,Team ܩ,scada functional programming huggingface
1770,Team ܪ,vue nmap php
1771,Team ܫ,autocad zero trust graphql
1772,Team ܬ,data wrangling gitkraken notion
1773,Team ܭ,security unit testing embedded systems
1774,Team ܮ,cloud storage machine learning load balancing
1775,Team ܯ,anomaly detection bootstrap information security
1776,Team ܰ,perl autoscaling ec2
1777,Team ܱ,c++ ux network security
1778,Team ܲ,descriptive analytics probability powershell
1779,Team ܳ,eclipse critical thinking network security
1780,Team ܴ,cypress swift jest
1781,Team ܵ,ui solidworks kotlin
1782,Team ܶ,aws openai api gitlab ci
1783,Team ܷ,data database wireshark
1784,Team ܸ,chatbot haskell java (android)
1785,Team ܹ,lambda terraform sass
1786,Team ܺ,bash monitoring aws
1787,Team ܻ,cybersecurity gitlab seaborn
1788,Team ܼ,software engineering artifact registry new relic
1789,Team ܽ,reinforcement learning openai api scala
1790,Team ܾ,data mining kubernetes robotics
1791,Team ܿ,app store verilog cloudfront
1792,Team ݀,c# api c
1793,Team ݁,monitoring graphql embedded systems
1794,Team ݂,speech recognition airflow descriptive analytics
1795,Team ݃,matlab autoscaling ids
1796,Team ݄,big data frontend app store
1797,Team ݅,anomaly detection gcp team collaboration
1798,Team ݆,dns arduino reinforcement learning
1799,Team ݇,data analysis electronics apache spark
1800,Team ݈,typescript computer vision airflow
1801,Team ݉,research app store virtualization
1802,Team ݊,load balancing tableau api
1803,Team ݋,wireshark siem iot
1804,Team ݌,tableau devops matplotlib
1805,Team ݍ,cloud storage descriptive analytics accessibility
1806,Team ݎ,transfer learning data modeling network security
1807,Team ݏ,frontend nmap vhdl
1808,Team ݐ,ips snowflake unit testing
1809,Team ݑ,process management ddos protection solidworks
1810,Team ݒ,ruby tailwind asp.net
1811,Team ݓ,spring boot huggingface kafka
1812,Team ݔ,research devops storage management
1813,Team ݕ,jenkins troubleshooting raspberry pi
1814,Team ݖ,typescript proxmox incident response
1815,Team ݗ,github actions classification signal processing
1816,Team ݘ,slack design patterns php
1817,Team ݙ,web performance php typescript
1818,Team ݚ,supervised learning clustering integration testing
1819,Team ݛ,dns windows server tailwind
1820,Team ݜ,api development release management vhdl
1821,Team ݝ,scrum anomaly detection llm
1822,Team ݞ,backend probability apache spark
1823,Team ݟ,code review forensics cad modeling
1824,Team ݠ,elasticsearch dart go
1825,Team ݡ,data lakes model deployment wireshark
1826,Team ݢ,ubuntu elasticsearch verilog
1827,Team ݣ,troubleshooting backend aws
1828,Team ݤ,mocha infrastructure as code dotnet
1829,Team ݥ,regression storage management nestjs
1830,Team ݦ,code review ai ethics vite
1831,Team ݧ,serverless spring boot scikit-learn
1832,Team ݨ,php devops kotlin
1833,Team ݩ,cross-browser testing matplotlib tensorflow
1834,Team ݪ,time series analysis api development haskell
1835,Team ݫ,tableau dotnet storage management
1836,Team ݬ,software architecture test automation tls
1837,Team ݭ,problem solving virtualization ci/cd
1838,Team ݮ,c# ansible security
1839,Team ݯ,probability artifact registry asp.net
1840,Team ݰ,routing postman design
1841,Team ݱ,data modeling excel predictive analytics
1842,Team ݲ,web performance software architecture python
1843,Team ݳ,leadership react native airflow
1844,Team ݴ,bash scripting in-app payments web security
1845,Team ݵ,gitlab github actions tailwind
1846,Team ݶ,jira sass vmware
1847,Team ݷ,matlab control systems bash scripting
1848,Team ݸ,scrum notion tailwind
1849,Team ݹ,system monitoring load balancing xcode
1850,Team ݺ,docker desktop play store image processing
1851,Team ݻ,mobile ui vscode nodejs
1852,Team ݼ,full stack predictive modeling vpn
1853,Team ݽ,serverless big data data preprocessing
1854,Team ݾ,metasploit data labeling perl
1855,Team ݿ,etl routing logging
1856,Team ހ,accessibility typescript speech recognition
1857,Team ށ,industrial automation api integration haskell
1858,Team ނ,asp.net api integration proxy servers
1859,Team ރ,cron jobs google cloud team collaboration
1860,Team ބ,regression postman angular
1861,Team ޅ,airflow mocha elasticsearch
1862,Team ކ,huggingface sass trello
1863,Team އ,data mining webpack php
1864,Team ވ,frontend speech recognition big data
1865,Team މ,confluence ips nosql
1866,Team ފ,big data nestjs vpn
1867,Team ދ,graphql communication systems vpn
1868,Team ތ,nosql ids data labeling
1869,Team ލ,visual studio splunk docker desktop
1870,Team ގ,signal processing gitops predictive modeling
1871,Team ޏ,kanban go agile
1872,Team ސ,accessibility scrum scikit-learn
1873,Team ޑ,agile git transfer learning
1874,Team ޒ,r nosql miro
1875,Team ޓ,mobile testing predictive modeling electronics
1876,Team ޔ,nmap mocha model optimization
1877,Team ޕ,dotnet cryptography vpc
1878,Team ޖ,api integration backend tensorflow
1879,Team ޗ,logging software architecture docker desktop
1880,Team ޘ,perl storage management raspberry pi
1881,Team ޙ,simulation vite api development
1882,Team ޚ,helm integration testing computer vision
1883,Team ޛ,performance optimization neural networks linux
1884,Team ޜ,soc confluence data mining
1885,Team ޝ,dhcp regression airflow
1886,Team ޞ,api integration elasticsearch vite
1887,Team ޟ,api integration fastapi control systems
1888,Team ޠ,design patterns monday bdd
1889,Team ޡ,php regression redux
1890,Team ޢ,numpy communication systems integration testing
1891,Team ޣ,cryptography nlp pair programming
1892,Team ޤ,generative ai transfer learning typescript
1893,Team ޥ,transfer learning monitoring ddos protection
1894,Team ަ,notion big data control systems
1895,Team ާ,speech recognition android studio process management
1896,Team ި,dhcp robotics unit testing
1897,Team ީ,seaborn shell scripting industrial automation
1898,Team ު,ui data mining mlops
1899,Team ޫ,proxmox database mobile security
1900,Team ެ,miro release management zero trust
1901,Team ޭ,data lakes cypress artifact registry
1902,Team ޮ,ips troubleshooting cross-browser testing
1903,Team ޯ,unsupervised learning infrastructure as code arduino
1904,Team ް,tableau firebase slack
1905,Team ޱ,scikit-learn data preprocessing sonarqube
1906,Team ޲,regression matlab datadog
1907,Team ޳,redux logging deep learning
1908,Team ޴,nosql php database
1909,Team ޵,computer vision gitlab github actions
1910,Team ޶,etl scala data lakehouse
1911,Team ޷,tdd matlab jest
1912,Team ޸,scrum application security software engineering
1913,Team ޹,github actions functional programming ips
1914,Team ޺,python encryption data labeling
1915,Team ޻,microservices industrial automation presentation
1916,Team ޼,excel grafana data lakes
1917,Team ޽,software architecture release management virtualization
1918,Team ޾,solidworks scala java (android)
1919,Team ޿,reinforcement learning application security python
1920,Team ߀,monitoring computer vision verilog
1921,Team ߁,data mining neural networks ddos protection
1922,Team ߂,predictive analytics app store c++
1923,Team ߃,database nlp model evaluation
1924,Team ߄,network security android studio git
1925,Team ߅,reinforcement learning frontend debugging
1926,Team ߆,datadog jest forensics
1927,Team ߇,data modeling network security snowflake
1928,Team ߈,huggingface github time series analysis
1929,Team ߉,nmap typescript typescript
1930,Team ߊ,wireshark r ai
1931,Team ߋ,agile snowflake mocha
1932,Team ߌ,classification responsive design frontend
1933,Team ߍ,ui debugging switching
1934,Team ߎ,speech recognition ci/cd zero trust
1935,Team ߏ,selenium cron jobs data
1936,Team ߐ,ssl lua performance optimization
1937,Team ߑ,mechanical design application security cross-browser testing
1938,Team ߒ,bash scripting java intellij
1939,Team ߓ,unit testing backend redux
1940,Team ߔ,model evaluation llm monday
1941,Team ߕ,gitlab transfer learning s3
1942,Team ߖ,forensics kafka keras
1943,Team ߗ,code review infrastructure as code encryption
1944,Team ߘ,signal processing arduino in-app payments
1945,Team ߙ,incident response css rust
1946,Team ߚ,swift zero trust signal processing
1947,Team ߛ,terraform data pipelines javascript
1948,Team ߜ,ips reinforcement learning matlab
1949,Team ߝ,django r cloud storage
1950,Team ߞ,network architecture cron jobs functional programming
1951,Team ߟ,ruby spring boot ddos protection
1952,Team ߠ,ethical hacking network architecture classification
1953,Team ߡ,azure communication systems slack
1954,Team ߢ,mobile security data forensics
1955,Team ߣ,tableau image processing dhcp
1956,Team ߤ,babel firewall ai ethics
1957,Team ߥ,communication systems kubernetes azure
1958,Team ߦ,probability software architecture big data
1959,Team ߧ,load balancing google cloud ssl
1960,Team ߨ,scala artifact registry network architecture
1961,Team ߩ,lua data python
1962,Team ߪ,mobile testing api express
1963,Team ߫,full stack system monitoring etl
1964,Team ߬,project management gcp web performance
1965,Team ߭,postman figma anomaly detection
1966,Team ߮,mobile testing electronics matplotlib
1967,Team ߯,kafka deep learning github actions
1968,Team ߰,jira mocha asp.net
1969,Team ߱,web security lua macos
1970,Team ߲,bash scripting visual studio route53
1971,Team ߳,transfer learning s3 php
1972,Team ߴ,virtualbox react native babel
1973,Team ߵ,css ui excel
1974,Team ߶,agile graphql process management
1975,Team ߷,keras control systems windows server
1976,Team ߸,gcp data labeling critical thinking
1977,Team ߹,s3 data visualization soc
1978,Team ߺ,transfer learning airflow jira
1979,Team ߻,api integration react native leadership
1980,Team ߼,data wrangling data modeling automation
1981,Team ߽,software engineering pytorch nestjs
1982,Team ߾,classification babel linux
1983,Team ߿,matplotlib arduino php
1984,Team ࠀ,mobile ui mlops tailwind
1985,Team ࠁ,gitops windows server scala
1986,Team ࠂ,huggingface vue dart
1987,Team ࠃ,macos verilog keras
1988,Team ࠄ,confluence asp.net tensorflow
1989,Team ࠅ,api integration mobile security cloudfront
1990,Team ࠆ,full stack team collaboration api development
1991,Team ࠇ,deep learning kubernetes security
1992,Team ࠈ,accessibility nmap lambda
1993,Team ࠉ,vmware svelte siem
1994,Team ࠊ,predictive analytics keras css
1995,Team ࠋ,flask babel proxmox
1996,Team ࠌ,postman xcode image processing
1997,Team ࠍ,system design langchain gcp
1998,Team ࠎ,cloud storage grafana artifact registry
1999,Team ࠏ,firewall unsupervised learning pair programming
2000,Team ࠐ,api nmap unsupervised learning
